Gene_name	Basic_transcript
NBEAP5	ENST00000612637
AL589182.2	ENST00000619332
RP11-496I2.2	ENST00000551932
AL589743.3	ENST00000547821
AL589743.6	ENST00000611025
AL589743.4	ENST00000604121
OR11H13P	ENST00000359695
AL589743.7	ENST00000649331
TOMM40P1	ENST00000616611
AL589743.1	ENST00000648085;ENST00000612052;ENST00000610531
BMS1P18	ENST00000549877
AL929602.1	ENST00000668639
LINC01297	ENST00000621052
POTEG	ENST00000547848
AL512624.2	ENST00000621705
RNU6-1268P	ENST00000391214
MED15P6	ENST00000621415
NF1P4	ENST00000549579
AL929601.4	ENST00000613011
AL512310.10	ENST00000611741
AL512310.8	ENST00000550183
AL512310.4	ENST00000548456
AL512310.5	ENST00000551999
AL512310.6	ENST00000550646
AL512310.9	ENST00000555580
AL512310.7	ENST00000547785
AL512310.2	ENST00000547175
ARHGAP42P4	ENST00000549782
AL512310.1	ENST00000548639
OR11H2	ENST00000641517;ENST00000556246
OR4N2	ENST00000557677;ENST00000315947
OR11K2P	ENST00000553311
OR4Q3	ENST00000642117;ENST00000331723
OR4H12P	ENST00000556269
OR4M1	ENST00000641200;ENST00000315957
OR4N1P	ENST00000554847
OR4K6P	ENST00000416478
OR4K3	ENST00000425829
OR4K2	ENST00000641885;ENST00000298642
OR4K4P	ENST00000556991
AL391156.1	ENST00000554965
OR4K5	ENST00000315915
OR4K1	ENST00000641172;ENST00000641429;ENST00000285600
OR4K16P	ENST00000641135;ENST00000554603
OR4K15	ENST00000641512;ENST00000305051
OR4Q2	ENST00000541415;ENST00000622436
OR4K14	ENST00000641793;ENST00000305045
OR4K13	ENST00000641904;ENST00000641664;ENST00000315693
AL359218.1	ENST00000580563
OR4U1P	ENST00000554958
OR4L1	ENST00000315683
RNA5SP380	ENST00000517190
OR4T1P	ENST00000554933
OR4K17	ENST00000641386;ENST00000641633;ENST00000315543
OR4N5	ENST00000641086;ENST00000333629
RNA5SP381	ENST00000516076
PSMB7P1	ENST00000556349
GTF2IP22	ENST00000554443
OR11G1P	ENST00000557042
OR11P1P	ENST00000642001
OR11G2	ENST00000641879;ENST00000641682;ENST00000357366
OR11H5P	ENST00000641612;ENST00000554039
AL356019.1	ENST00000579172;ENST00000553419
OR11H6	ENST00000315519
OR11H7	ENST00000553765
OR11H4	ENST00000641082;ENST00000641525;ENST00000315409
TTC5	ENST00000258821
AL356019.2	ENST00000556738
CCNB1IP1	ENST00000398160;ENST00000437553;ENST00000353689;ENST00000398169;ENST00000358932;ENST00000398163
AL355075.6	ENST00000667399
SNORA79	ENST00000410557;ENST00000408376
SNORD126	ENST00000459475
AL355075.4	ENST00000554988
PARP2	ENST00000429687;ENST00000250416;ENST00000527915
AL355075.1	ENST00000528210
TEP1	ENST00000262715;ENST00000556935
RNA5SP382	ENST00000363355
KLHL33	ENST00000636854;ENST00000637228;ENST00000344581
AL355075.5	ENST00000553568
OSGEP	ENST00000206542
AL355075.2	ENST00000555435
APEX1	ENST00000555414;ENST00000216714;ENST00000398030;ENST00000557054
PIP4P1	ENST00000250489;ENST00000398020
PNP	ENST00000361505
AL355075.3	ENST00000554678
RNASE10	ENST00000430083;ENST00000328444
PTCD2P1	ENST00000554393
SETP1	ENST00000556014
RNASE9	ENST00000338904;ENST00000554964;ENST00000555230;ENST00000557068;ENST00000404716;ENST00000556208;ENST00000553541;ENST00000429244;ENST00000553706;ENST00000557209;ENST00000611135
AL163195.3	ENST00000555283
RNASE11	ENST00000553849;ENST00000555841;ENST00000398009;ENST00000620912;ENST00000398008;ENST00000432835
AL163195.2	ENST00000671014
RNASE12	ENST00000556526
AL163195.1	ENST00000496941
OR6S1	ENST00000320704
ANG	ENST00000336811;ENST00000397990
RNASE4	ENST00000555835;ENST00000397995;ENST00000555597
AL163636.2	ENST00000553909
EGILA	ENST00000554286
RANBP20P	ENST00000557256
EDDM3DP	ENST00000554692
EDDM3A	ENST00000326842
EDDM3B	ENST00000326783
RNASE6	ENST00000304677
AL133371.2	ENST00000556624
RNASE1	ENST00000397967;ENST00000340900;ENST00000412779;ENST00000555698;ENST00000397970
AL133371.3	ENST00000556197;ENST00000658315
AL133371.1	ENST00000555481
RNASE3	ENST00000304639
AL355922.4	ENST00000553534
AL355922.3	ENST00000555642
AL355922.1	ENST00000555624
RNASE2	ENST00000304625
RN7SL189P	ENST00000468631
AL355922.2	ENST00000556341
METTL17	ENST00000339374;ENST00000382985;ENST00000556670
AL161668.3	ENST00000557335;ENST00000647921
SLC39A2	ENST00000554422;ENST00000298681
NDRG2	ENST00000298687;ENST00000350792;ENST00000397858;ENST00000554104;ENST00000555158;ENST00000553503;ENST00000397853;ENST00000360463;ENST00000556147;ENST00000554143;ENST00000397851;ENST00000397847;ENST00000298684;ENST00000397844;ENST00000403829;ENST00000397856
TPPP2	ENST00000321760;ENST00000460647;ENST00000530140
AL161668.4	ENST00000532213
AL161668.2	ENST00000531638
RNASE13	ENST00000382951
RNASE7	ENST00000298690
RNASE8	ENST00000308227
ARHGEF40	ENST00000298694
ZNF219	ENST00000360947;ENST00000451119;ENST00000421093
TMEM253	ENST00000418511;ENST00000556585
AL161668.1	ENST00000320322
CKAP2P1	ENST00000555477
RNU6-252P	ENST00000363232
OR5AU1	ENST00000641697;ENST00000641039;ENST00000304418;ENST00000641822
SMARCE1P3	ENST00000553649
AL157687.1	ENST00000554853
LINC00641	ENST00000555688
HNRNPC	ENST00000336053;ENST00000554969;ENST00000556142;ENST00000554455;ENST00000449098;ENST00000430246;ENST00000553753;ENST00000555914;ENST00000555309;ENST00000556628;ENST00000555883;ENST00000556513;ENST00000557201;ENST00000553300;ENST00000556897;ENST00000420743
RPGRIP1	ENST00000556336;ENST00000557771;ENST00000400017;ENST00000382933
SUPT16H	ENST00000216297;ENST00000555943
AL135744.1	ENST00000565098
CHD8	ENST00000430710;ENST00000399982;ENST00000646647;ENST00000645929;ENST00000557364;ENST00000643469
SNORD9	ENST00000362566
SNORD8	ENST00000363915
AL161747.1	ENST00000480068
EIF4EBP1P1	ENST00000557776
RN7SL650P	ENST00000583681
RAB2B	ENST00000397762;ENST00000649801
TOX4	ENST00000613569;ENST00000448790;ENST00000673643
METTL3	ENST00000298717
SALL2	ENST00000537235;ENST00000614342;ENST00000613414;ENST00000611430;ENST00000450879
AL161747.2	ENST00000535893
RBBP4P5	ENST00000398583
OR10G3	ENST00000641185;ENST00000641040;ENST00000303532
AC243972.2	ENST00000541653
OR10G1P	ENST00000612164
UBE2NP1	ENST00000545592
TRAV1-1	ENST00000542354
OR10G2	ENST00000542433
TRAV1-2	ENST00000390423
ARL6IP1P1	ENST00000545836
OR4E2	ENST00000641524;ENST00000408935
OR4E1	ENST00000641792;ENST00000610316
AC243972.3	ENST00000539655
TRAV2	ENST00000390424
AC243972.1	ENST00000542992
TRAV3	ENST00000390425
TRAV4	ENST00000390426
TRAV5	ENST00000390427
RPL4P1	ENST00000496596
TRAV6	ENST00000390428
AE000659.1	ENST00000410844
TRAV7	ENST00000390429
TRAV8-1	ENST00000390430
TRAV9-1	ENST00000390431
TRAV10	ENST00000390432
TRAV11	ENST00000539512
TRAV12-1	ENST00000390433
TRAV8-2	ENST00000390434
TRAV8-3	ENST00000390435
TRAV13-1	ENST00000390436
TRAV12-2	ENST00000390437
TRAV8-4	ENST00000390438
TRAV8-5	ENST00000537369
TRAV13-2	ENST00000390439
TRAV14DV4	ENST00000390440
TRAV9-2	ENST00000390441
TRAV15	ENST00000556680
AC245505.1	ENST00000556398
TRAV12-3	ENST00000390442
TRAV8-6	ENST00000390443
TRAV16	ENST00000390444
TRAV17	ENST00000390445
TRAV18	ENST00000390446
TRAV19	ENST00000390447
AC245505.2	ENST00000553572
TRAV20	ENST00000390448
TRAV21	ENST00000390449
AC245505.3	ENST00000616788
TRAV22	ENST00000390450
TRAV23DV6	ENST00000390451
TRDV1	ENST00000621643
TRAV24	ENST00000390453
TRAV25	ENST00000390454
TRAV26-1	ENST00000390455
TRAV8-7	ENST00000390456
AE000660.1	ENST00000458941
TRAV27	ENST00000390457
TRAV28	ENST00000557548
TRAV29DV5	ENST00000390458
TRAV30	ENST00000557168
TRAV31	ENST00000502780
TRAV32	ENST00000553993
TRAV33	ENST00000557514
AC244502.1	ENST00000656379;ENST00000541008;ENST00000653737;ENST00000655336;ENST00000514473;ENST00000545498;ENST00000535351;ENST00000655085;ENST00000537850;ENST00000668212;ENST00000556777
TRAV26-2	ENST00000390460
TRAV34	ENST00000390461
TRAV35	ENST00000390462
TRAV36DV7	ENST00000390463
TRAV37	ENST00000553906
TRAV38-1	ENST00000390464
TRAV38-2DV8	ENST00000390465
TRAV39	ENST00000390466
TRAV40	ENST00000390467
TRAV41	ENST00000390468
AC244502.2	ENST00000543361
AC244502.3	ENST00000555460
TRDV2	ENST00000390469
TRDD1	ENST00000415118
TRDD2	ENST00000434970
TRDD3	ENST00000448914
TRDJ1	ENST00000390473
TRDJ4	ENST00000390474
TRDJ2	ENST00000390475
TRDJ3	ENST00000390476
TRDC	ENST00000390477
TRDV3	ENST00000535880
TRAJ61	ENST00000390479
TRAJ60	ENST00000442641
TRAJ59	ENST00000390480
TRAJ58	ENST00000390481
TRAJ57	ENST00000390482
TRAJ56	ENST00000390483
TRAJ55	ENST00000509135
TRAJ54	ENST00000390484
TRAJ53	ENST00000390485
TRAJ52	ENST00000390486
TRAJ51	ENST00000504127
TRAJ50	ENST00000390487
TRAJ49	ENST00000390488
TRAJ48	ENST00000390489
TRAJ47	ENST00000390490
TRAJ46	ENST00000390491
TRAJ45	ENST00000390492
TRAJ44	ENST00000390493
TRAJ43	ENST00000390494
TRAJ42	ENST00000390495
TRAJ41	ENST00000390496
TRAJ40	ENST00000390497
TRAJ39	ENST00000390498
TRAJ38	ENST00000390499
TRAJ37	ENST00000612375
TRAJ36	ENST00000614481
TRAJ35	ENST00000390502
TRAJ34	ENST00000390503
TRAJ33	ENST00000390504
TRAJ32	ENST00000390505
TRAJ31	ENST00000390506
TRAJ30	ENST00000390507
TRAJ29	ENST00000390508
TRAJ28	ENST00000390509
TRAJ27	ENST00000390510
TRAJ26	ENST00000390511
TRAJ25	ENST00000390512
TRAJ24	ENST00000390513
TRAJ23	ENST00000390514
TRAJ22	ENST00000390515
TRAJ21	ENST00000390516
TRAJ20	ENST00000390517
TRAJ19	ENST00000390518
TRAJ18	ENST00000390519
TRAJ17	ENST00000390520
TRAJ16	ENST00000390521
TRAJ14	ENST00000390523
TRAJ13	ENST00000390524
TRAJ12	ENST00000390525
TRAJ11	ENST00000390526
TRAJ10	ENST00000390527
TRAJ9	ENST00000390528
TRAJ8	ENST00000390529
TRAJ7	ENST00000390530
TRAJ6	ENST00000390531
TRAJ5	ENST00000390532
TRAJ4	ENST00000390533
TRAJ3	ENST00000390534
TRAJ2	ENST00000390535
TRAJ1	ENST00000390536
TRAC	ENST00000611116
LINC02332	ENST00000557232
AC243965.1	ENST00000557595
DAD1	ENST00000250498;ENST00000538631;ENST00000543337
AC243965.2	ENST00000612576
ABHD4	ENST00000428304;ENST00000216327
OR6J1	ENST00000540461
AL160314.1	ENST00000490836
AL160314.2	ENST00000650620;ENST00000653926;ENST00000554857;ENST00000553792;ENST00000554730
OR6E1P	ENST00000414424
AL160314.3	ENST00000556041
SNORD41	ENST00000391000;ENST00000386967
OXA1L	ENST00000285848;ENST00000612549;ENST00000412791;ENST00000358043
SLC7A7	ENST00000674313;ENST00000397532;ENST00000285850;ENST00000555702;ENST00000397529;ENST00000397528;ENST00000554517
MRPL52	ENST00000355151;ENST00000397496;ENST00000555345;ENST00000432849;ENST00000553711;ENST00000397505;ENST00000557221;ENST00000311892;ENST00000556840;ENST00000555536
MMP14	ENST00000311852
LRP10	ENST00000359591;ENST00000546834
REM2	ENST00000536884;ENST00000267396
RBM23	ENST00000359890;ENST00000555209;ENST00000399922;ENST00000346528;ENST00000542016
PRMT5-AS1	ENST00000424245;ENST00000599580
PRMT5	ENST00000397441;ENST00000397440;ENST00000324366;ENST00000216350;ENST00000553897;ENST00000627278
AL132780.1	ENST00000668190;ENST00000385031
HAUS4	ENST00000490506;ENST00000206474;ENST00000541587;ENST00000342454;ENST00000347758;ENST00000555367;ENST00000555986
AL132780.3	ENST00000555074
MIR4707	ENST00000579686
AJUBA	ENST00000262713;ENST00000397388;ENST00000361265
AL132780.2	ENST00000557615;ENST00000555294
C14orf93	ENST00000299088;ENST00000341470;ENST00000397379;ENST00000397382;ENST00000397377
AL132780.5	ENST00000623843
PSMB5	ENST00000361611;ENST00000493471;ENST00000460922;ENST00000425762
AL132780.4	ENST00000624870
PSMB11	ENST00000408907
CDH24	ENST00000487137;ENST00000397359;ENST00000610348;ENST00000554034;ENST00000267383
ACIN1	ENST00000557515;ENST00000338631;ENST00000357481;ENST00000605057;ENST00000262710;ENST00000457657;ENST00000397341;ENST00000555053
C14orf119	ENST00000319074;ENST00000554203
LMLN2	ENST00000637218;ENST00000644000
CEBPE	ENST00000206513
SLC7A8	ENST00000316902;ENST00000422941;ENST00000469263;ENST00000453702;ENST00000529705;ENST00000621729
RNU6-1138P	ENST00000365359
RNF212B	ENST00000399910;ENST00000430154;ENST00000399905
AL049829.1	ENST00000465411
RNU6-1046P	ENST00000516538
HOMEZ	ENST00000357460;ENST00000561013;ENST00000673724
H3P37	ENST00000604456;ENST00000604278
PPP1R3E	ENST00000452015
BCL2L2	ENST00000250405
BCL2L2-PABPN1	ENST00000553781;ENST00000557008
PABPN1	ENST00000216727;ENST00000397276;ENST00000556821;ENST00000557702
SLC22A17	ENST00000354772;ENST00000397267
EFS	ENST00000429593;ENST00000216733;ENST00000351354
AL049829.2	ENST00000554010
IL25	ENST00000397242;ENST00000329715
CMTM5	ENST00000649278;ENST00000359320;ENST00000342473;ENST00000397227;ENST00000339180;ENST00000555731;ENST00000382809
MYH6	ENST00000405093
MIR208A	ENST00000362287
MYH7	ENST00000355349
AL132855.1	ENST00000557368
MIR208B	ENST00000401172
NGDN	ENST00000408901;ENST00000397154
ZFHX2-AS1	ENST00000556354;ENST00000553985
ZFHX2	ENST00000419474;ENST00000615307
AL135999.2	ENST00000622438
THTPA	ENST00000404535;ENST00000556015;ENST00000554970;ENST00000288014;ENST00000554789
AP1G2	ENST00000308724;ENST00000397120
AL135999.1	ENST00000555968
JPH4	ENST00000622501;ENST00000397118;ENST00000356300;ENST00000544177
AL135999.3	ENST00000610501
DHRS2	ENST00000250383;ENST00000344777;ENST00000611765
AL160237.1	ENST00000667318;ENST00000665444;ENST00000652858
BRD7P1	ENST00000557705
AL160237.3	ENST00000604114
RN7SKP205	ENST00000410999
AL160237.2	ENST00000556165
AL136419.2	ENST00000649745
LINC00596	ENST00000559615
DHRS4-AS1	ENST00000654375;ENST00000671411
DHRS4	ENST00000558263;ENST00000543741;ENST00000313250;ENST00000397075;ENST00000397074;ENST00000559632;ENST00000558581
DHRS4L2	ENST00000534993;ENST00000543805;ENST00000621761;ENST00000397071;ENST00000558753;ENST00000537912;ENST00000335125
AL136419.1	ENST00000558293
AL136419.3	ENST00000658653
DHRS4L1	ENST00000559270;ENST00000646801
CARMIL3	ENST00000342740
CPNE6	ENST00000537691;ENST00000397016
NRL	ENST00000561028;ENST00000397002;ENST00000396997;ENST00000560550;ENST00000396995
PCK2	ENST00000559250;ENST00000396973;ENST00000545054;ENST00000561286;ENST00000216780;ENST00000558096
DCAF11	ENST00000559115;ENST00000446197;ENST00000396941;ENST00000396936
AL136295.3	ENST00000558325
FITM1	ENST00000267426;ENST00000559294
PSME1	ENST00000559123;ENST00000206451;ENST00000382708;ENST00000561435
EMC9	ENST00000560403;ENST00000419198;ENST00000216799
AL136295.2	ENST00000558478
PSME2	ENST00000560410;ENST00000216802;ENST00000615264;ENST00000630027
RNF31	ENST00000559275;ENST00000324103
AL136295.5	ENST00000558468
RNA5SP383	ENST00000362934
IRF9	ENST00000396864;ENST00000557894
REC8	ENST00000620473;ENST00000611366
IPO4	ENST00000354464;ENST00000625289
AL136295.4	ENST00000561419
AL136295.17	ENST00000655961
TM9SF1	ENST00000528669;ENST00000261789;ENST00000524835;ENST00000396854
AL136295.1	ENST00000530611
AL136295.6	ENST00000610486
AL136295.7	ENST00000619226
TSSK4	ENST00000339917;ENST00000556621;ENST00000287913;ENST00000428351
CHMP4A	ENST00000347519;ENST00000530996
AL096870.2	ENST00000565988
MDP1	ENST00000396833;ENST00000288087
NEDD8-MDP1	ENST00000534348
NEDD8	ENST00000250495;ENST00000524927
GMPR2	ENST00000620807;ENST00000355299;ENST00000559836;ENST00000559910;ENST00000348719;ENST00000399440;ENST00000420554;ENST00000557854;ENST00000559104;ENST00000456667
TINF2	ENST00000267415;ENST00000399423;ENST00000646753;ENST00000626689;ENST00000558566;ENST00000559019
TGM1	ENST00000206765;ENST00000544573
RABGGTA	ENST00000399409;ENST00000216840;ENST00000560777
AL096870.10	ENST00000669726
AL096870.8	ENST00000654775
DHRS1	ENST00000288111;ENST00000396813
NOP9	ENST00000267425;ENST00000396802
CIDEB	ENST00000554411;ENST00000336557;ENST00000258807
LTB4R2	ENST00000528054;ENST00000533293;ENST00000543919
LTB4R	ENST00000345363;ENST00000396789;ENST00000396782
ADCY4	ENST00000310677;ENST00000554068;ENST00000418030
AL096870.1	ENST00000555591
RIPK3	ENST00000216274
RNU6-802P	ENST00000384412
NFATC4	ENST00000413692;ENST00000554591;ENST00000555590;ENST00000554966;ENST00000424781;ENST00000539237;ENST00000556279;ENST00000553469;ENST00000554050;ENST00000250373;ENST00000553708;ENST00000553879;ENST00000554344;ENST00000554661;ENST00000556169;ENST00000557451;ENST00000422617;ENST00000555453;ENST00000554473;ENST00000556759;ENST00000555167;ENST00000557767;ENST00000555393;ENST00000555802
NYNRIN	ENST00000382554
CBLN3	ENST00000267406;ENST00000555436
KHNYN	ENST00000251343;ENST00000556842;ENST00000553935;ENST00000554268
SDR39U1	ENST00000399395;ENST00000553930;ENST00000538105;ENST00000554698;ENST00000555365
AL132800.1	ENST00000656888
CMA1	ENST00000250378;ENST00000206446
CTSG	ENST00000216336
AL136018.1	ENST00000557736;ENST00000555300
GZMH	ENST00000216338;ENST00000557220;ENST00000382548
GZMB	ENST00000216341;ENST00000415355;ENST00000616551;ENST00000382540;ENST00000382542;ENST00000526004
STXBP6	ENST00000396700;ENST00000323944;ENST00000419632;ENST00000546511;ENST00000550887;ENST00000548369
AL161663.2	ENST00000653098
AL161663.1	ENST00000658605
LINC02286	ENST00000668310
HMGN2P6	ENST00000551091
OR7K1P	ENST00000546439
AL079352.1	ENST00000547237
LINC02306	ENST00000546412;ENST00000657312
AL359396.2	ENST00000623151
AL132633.1	ENST00000649052
AL049831.1	ENST00000390748
CYB5AP5	ENST00000549779
NOVA1	ENST00000539517;ENST00000465357;ENST00000344429;ENST00000547619;ENST00000574031
AL079343.1	ENST00000572358
LINC02588	ENST00000653681;ENST00000663208;ENST00000671020;ENST00000552101
AL110292.1	ENST00000656336;ENST00000550024;ENST00000552303;ENST00000410967
LINC02294	ENST00000549330
LINC02293	ENST00000671365;ENST00000548335;ENST00000664061;ENST00000660737;ENST00000548385
AL132718.1	ENST00000659271
MIR4307HG	ENST00000657233;ENST00000657558;ENST00000667739;ENST00000655440;ENST00000666377;ENST00000670889;ENST00000667699;ENST00000656692
MIR4307	ENST00000582802
AL390334.1	ENST00000556395;ENST00000555797
LINC00645	ENST00000557399
hsa-mir-3171	ENST00000584270
AL445384.1	ENST00000411232
BNIP3P1	ENST00000550043;ENST00000547295
AL139023.1	ENST00000548280
RPL26P3	ENST00000463228
LINC02300	ENST00000549742
EIF4A1P12	ENST00000551910
BTF3P2	ENST00000547436
FOXG1-AS1	ENST00000654854;ENST00000658593;ENST00000546560
AL049777.1	ENST00000637220;ENST00000636893;ENST00000637817;ENST00000636353
FOXG1	ENST00000313071
LINC01551	ENST00000668749;ENST00000622740;ENST00000552957;ENST00000548213;ENST00000653638;ENST00000671672;ENST00000661288;ENST00000550266
LINC02282	ENST00000664733
LINC02281	ENST00000653605
LINC02327	ENST00000658814;ENST00000657083;ENST00000548775;ENST00000670211;ENST00000664085;ENST00000660700
AL122126.2	ENST00000546905
LINC02326	ENST00000650159;ENST00000552028
AL135878.1	ENST00000551227;ENST00000668716;ENST00000652634;ENST00000652058;ENST00000652140
RNU6-864P	ENST00000516256
AL133166.1	ENST00000652247;ENST00000654499;ENST00000662728;ENST00000548665;ENST00000652703;ENST00000670241
AL158058.1	ENST00000649245;ENST00000549515;ENST00000667982
AL158058.2	ENST00000652296
RNU11-5P	ENST00000391216
PRKD1	ENST00000616995;ENST00000331968;ENST00000415220
AL356756.1	ENST00000550941;ENST00000579683
RNU6-1234P	ENST00000516877
AL355053.1	ENST00000654897
AL133372.3	ENST00000553082
AL133372.2	ENST00000549360;ENST00000508469
AL133372.1	ENST00000493565
AL079305.1	ENST00000623159
G2E3-AS1	ENST00000552511;ENST00000548631;ENST00000550118
SYF2P1	ENST00000550658
G2E3	ENST00000438909;ENST00000206595;ENST00000553504
SCFD1	ENST00000544052;ENST00000458591;ENST00000396629
UBE2CP1	ENST00000557130
AL121852.1	ENST00000554665
RPL12P5	ENST00000475149
AL049830.2	ENST00000480072
AL049830.1	ENST00000468034
COCH	ENST00000216361;ENST00000396618;ENST00000644874;ENST00000555117;ENST00000475087;ENST00000460581;ENST00000643575
AL049830.3	ENST00000555108;ENST00000468444
STRN3	ENST00000355683;ENST00000357479
HIGD1AP17	ENST00000554576
MIR624	ENST00000385217
AL049830.4	ENST00000555149
AP4S1	ENST00000622409;ENST00000313566;ENST00000542754;ENST00000216366;ENST00000334725;ENST00000554609;ENST00000554345;ENST00000616371
HECTD1	ENST00000399332;ENST00000611816;ENST00000553700
RPL21P5	ENST00000554662
RNU6-541P	ENST00000384709
AL136418.3	ENST00000551799
HEATR5A	ENST00000543095;ENST00000382464
AL136418.1	ENST00000582500
AL139353.3	ENST00000635085
AL139353.1	ENST00000547378
AL139353.2	ENST00000502430;ENST00000660225
DTD2	ENST00000310850;ENST00000356180
AL163973.1	ENST00000484753
GPR33	ENST00000399285
NUBPL	ENST00000281081
AL163973.3	ENST00000547093
AL163973.2	ENST00000548096
RNU6-602P	ENST00000411155
RNU6-455P	ENST00000384681
AL355112.1	ENST00000550309
LINC02313	ENST00000553330
AL352984.2	ENST00000611153;ENST00000613699
AL352984.1	ENST00000556949
ARHGAP5-AS1	ENST00000553596
ARHGAP5	ENST00000556611;ENST00000539826;ENST00000396582;ENST00000432921;ENST00000345122;ENST00000433497
AL161665.1	ENST00000648308
AL161665.2	ENST00000670017
RNU6-7	ENST00000364784
RNU6-8	ENST00000365467
AL136298.2	ENST00000556497
KIAA1143P1	ENST00000556746
AKAP6	ENST00000280979;ENST00000557354;ENST00000557272
AL136298.1	ENST00000557371;ENST00000556520
RN7SL660P	ENST00000577933
MTCO1P2	ENST00000554243
AL049781.1	ENST00000623195
NPAS3	ENST00000551492;ENST00000346562;ENST00000548645;ENST00000356141;ENST00000357798;ENST00000547068;ENST00000551008
AL161851.1	ENST00000665335
AL161851.2	ENST00000657073
EGLN3	ENST00000250457;ENST00000553215;ENST00000547327
AL358340.1	ENST00000583762
EGLN3-AS1	ENST00000555922
AL356806.1	ENST00000422524
SPTSSA	ENST00000298130
RPL23AP71	ENST00000470966
EAPP	ENST00000250454;ENST00000618169
AL445363.3	ENST00000623080
